Species_Treatment,Tree #,Month,Species,Curve,Leaf,Photo,Ci,Tleaf,Season
PILED,19,JULY,PILED,8,1,0.0521,96.3437,27.2414,JULY
PILED,19,JULY,PILED,8,1,-1.9105,81.976,27.0329,JULY
PILED,19,JULY,PILED,8,1,9.9823,224.8286,26.8597,JULY
PILED,19,JULY,PILED,8,1,9.964,222.6737,26.9407,JULY
PILED,19,JULY,PILED,8,1,15.0476,339.3072,27.1639,JULY
PILED,19,JULY,PILED,8,1,17.4695,495.9846,26.8553,JULY
PILAD,31,JULY,PILAD,9,1,17.9541,222.4588,26.3147,JULY
PILAD,31,JULY,PILAD,9,1,13.2587,167.0978,26.4267,JULY
PILAD,31,JULY,PILAD,9,1,7.48,123.1434,26.4737,JULY
PILAD,31,JULY,PILAD,9,1,2.2565,75.6949,26.3827,JULY
PILAD,31,JULY,PILAD,9,1,-0.3534,52.7425,26.4975,JULY
PILAD,31,JULY,PILAD,9,1,16.1889,242.1932,26.3169,JULY
PILAD,31,JULY,PILAD,9,1,20.4067,305.9199,26.3177,JULY
PILAD,31,JULY,PILAD,9,1,23.0963,375.0051,26.6207,JULY
PILAD,31,JULY,PILAD,9,1,24.1169,555.9031,26.4501,JULY
PILAD,32,JULY,PILAD,10,1,5.5697,218.3,24.2147,JULY
PILAD,32,JULY,PILAD,10,1,4.149,171.1322,24.2156,JULY
PILAD,32,JULY,PILAD,10,1,2.1803,135.0634,24.2011,JULY
PILAD,32,JULY,PILAD,10,1,0.1034,94.0196,24.2129,JULY
PILAD,32,JULY,PILAD,10,1,-0.9825,70.9039,24.1971,JULY
PILAD,32,JULY,PILAD,10,1,8.4074,224.433,24.2073,JULY
PILAD,32,JULY,PILAD,10,1,9.2931,218.5361,24.2038,JULY
PILAD,32,JULY,PILAD,10,1,13.6962,345.8528,24.2098,JULY
PILAD,32,JULY,PILAD,10,1,15.9745,516.8762,24.2022,JULY
PILAND,34,JULY,PILAND,11,1,9.9606,134.2956,27.5296,JULY
PILAND,34,JULY,PILAND,11,1,6.9212,118.3881,27.5311,JULY
PILAND,34,JULY,PILAND,11,1,3.8935,100.5341,27.535,JULY
PILAND,34,JULY,PILAND,11,1,1.0035,74.468,27.4328,JULY
PILAND,34,JULY,PILAND,11,1,-0.6939,63.1417,27.5493,JULY
PILAND,34,JULY,PILAND,11,1,12.4337,165.7671,27.0386,JULY
PILAND,34,JULY,PILAND,11,1,16.7163,212.7515,27.1194,JULY
PILAND,34,JULY,PILAND,11,1,19.9204,270.6383,26.9595,JULY
PILAND,34,JULY,PILAND,11,1,22.6355,411.7185,27.0246,JULY
PILAND,36,JULY,PILAND,12,1,18.5057,277.8694,25.5369,JULY
PILAND,36,JULY,PILAND,12,1,14.2821,201.1813,25.6258,JULY
PILAND,36,JULY,PILAND,12,1,8.4397,139.4376,25.6059,JULY
PILAND,36,JULY,PILAND,12,1,2.1855,80.1889,25.7583,JULY
PILAND,36,JULY,PILAND,12,1,-0.867,53.1596,25.9427,JULY
PILAND,36,JULY,PILAND,12,1,16.2092,273.0649,25.6899,JULY
PILAND,36,JULY,PILAND,12,1,16.4895,266.0955,25.783,JULY
PILAND,36,JULY,PILAND,12,1,17.8485,449.1059,25.7974,JULY
PILAND,36,JULY,PILAND,12,1,14.1106,666.1051,25.7332,JULY
PILAD,43,JULY,PILAD,13,1,7.2946,191.2777,26.4879,JULY
PILAD,43,JULY,PILAD,13,1,5.0629,150.3852,26.7756,JULY
PILAD,43,JULY,PILAD,13,1,2.7512,114.6492,26.5107,JULY
PILAD,43,JULY,PILAD,13,1,0.4715,83.3539,26.8122,JULY
PILAD,43,JULY,PILAD,13,1,-0.6137,67.1814,26.6803,JULY
PILAD,43,JULY,PILAD,13,1,7.2845,176.2368,26.8369,JULY
PILAD,43,JULY,PILAD,13,1,9.8669,199.4158,26.6054,JULY
PILAD,43,JULY,PILAD,13,1,11.7363,230.1894,26.5898,JULY
PILAD,43,JULY,PILAD,13,1,15.1896,328.1636,26.8306,JULY
PILAD,44,JULY,PILAD,14,1,14.2409,169.5316,26.7704,JULY
PILAD,44,JULY,PILAD,14,1,9.7904,136.3585,26.9419,JULY
PILAD,44,JULY,PILAD,14,1,5.7828,104.224,26.7893,JULY
PILAD,44,JULY,PILAD,14,1,1.537,73.9326,27.1017,JULY
PILAD,44,JULY,PILAD,14,1,-0.6094,58.6723,27.0385,JULY
PILAD,44,JULY,PILAD,14,1,14.6083,170.7453,26.8239,JULY
PILAD,44,JULY,PILAD,14,1,18.0742,223.6549,27.0203,JULY
PILAD,44,JULY,PILAD,14,1,21.6041,270.3248,26.8341,JULY
PILAD,44,JULY,PILAD,14,1,23.8371,432.796,26.7847,JULY
PILAND,47,JULY,PILAND,15,1,11.6934,169.2397,26.9921,JULY
PILAND,47,JULY,PILAND,15,1,7.5539,153.2616,26.8694,JULY
PILAND,47,JULY,PILAND,15,1,4.4409,114.5087,27.0123,JULY
PILAND,47,JULY,PILAND,15,1,1.0367,78.687,26.9462,JULY
PILAND,47,JULY,PILAND,15,1,-0.4755,57.0395,26.6528,JULY
PILAND,47,JULY,PILAND,15,1,12.7367,194.5698,26.882,JULY
PILAND,47,JULY,PILAND,15,1,16.3308,260.0492,26.6467,JULY
PILAND,47,JULY,PILAND,15,1,18.7728,318.6242,26.727,JULY
PILAND,47,JULY,PILAND,15,1,21.6194,482.6805,26.8406,JULY
PILAND,48,JULY,PILAND,16,1,21.55,252.0981,26.1377,JULY
PILAND,48,JULY,PILAND,16,1,16.7318,184.462,26.4904,JULY
PILAND,48,JULY,PILAND,16,1,10.6197,126.6064,26.5114,JULY
PILAND,48,JULY,PILAND,16,1,2.8151,79.3735,26.207,JULY
PILAND,48,JULY,PILAND,16,1,-0.7534,54.2576,26.6302,JULY
PILAND,48,JULY,PILAND,16,1,21.0396,253.1873,26.3599,JULY
PILAND,48,JULY,PILAND,16,1,24.8204,325.8576,26.5725,JULY
PILAND,48,JULY,PILAND,16,1,26.7015,411.7737,26.5842,JULY
PILAND,48,JULY,PILAND,16,1,27.2684,602.8107,26.3524,JULY
PILED,7,OCTOBER,PILED,17,1,27.8077,1006.2445,26.447,OCTOBER
PILED,7,OCTOBER,PILED,17,1,27.2326,937.1841,26.6003,OCTOBER
PILED,7,OCTOBER,PILED,17,1,27.5544,558.0668,26.5693,OCTOBER
PILED,7,OCTOBER,PILED,17,1,23.2567,299.2104,26.5715,OCTOBER
PILED,7,OCTOBER,PILED,17,1,14.163,185.1461,26.4595,OCTOBER
PILED,7,OCTOBER,PILED,17,1,7.3399,122.7179,26.3633,OCTOBER
PILED,7,OCTOBER,PILED,17,1,2.341,79.7521,26.2703,OCTOBER
PILED,7,OCTOBER,PILED,17,1,-0.6696,53.8633,25.6343,OCTOBER
PILED,7,OCTOBER,PILED,17,1,-3.6969,21.7106,26.2473,OCTOBER
PILED,8,OCTOBER,PILED,18,1,24.3385,1162.078,27.2256,OCTOBER
PILED,8,OCTOBER,PILED,18,1,23.6934,1167.0844,27.1545,OCTOBER
PILED,8,OCTOBER,PILED,18,1,28.1768,756.3727,26.3466,OCTOBER
PILED,8,OCTOBER,PILED,18,1,27.7969,387.5107,26.4027,OCTOBER
PILED,8,OCTOBER,PILED,18,1,19.122,170.1862,27.2455,OCTOBER
PILED,8,OCTOBER,PILED,18,1,7.1359,128.115,27.1512,OCTOBER
PILED,8,OCTOBER,PILED,18,1,2.1276,79.9852,27.0512,OCTOBER
PILED,8,OCTOBER,PILED,18,1,-0.8839,56.4273,27.0534,OCTOBER
PILED,8,OCTOBER,PILED,18,1,-3.1161,22.3901,26.9423,OCTOBER
PILED,9,OCTOBER,PILED,19,1,17.4533,1019.8552,26.9983,OCTOBER
PILED,9,OCTOBER,PILED,19,1,17.37,966.8387,26.9336,OCTOBER
PILED,9,OCTOBER,PILED,19,1,18.912,551.6966,26.947,OCTOBER
PILED,9,OCTOBER,PILED,19,1,15.7617,296.1331,26.9661,OCTOBER
PILED,9,OCTOBER,PILED,19,1,9.4799,185.246,26.9005,OCTOBER
PILED,9,OCTOBER,PILED,19,1,4.6736,124.0491,26.8338,OCTOBER
PILED,9,OCTOBER,PILED,19,1,1.1602,83.8035,26.7783,OCTOBER
PILED,9,OCTOBER,PILED,19,1,-1.0052,60.0247,26.6944,OCTOBER
PILED,9,OCTOBER,PILED,19,1,-3.002,26.6406,26.7299,OCTOBER
PILEND,10,OCTOBER,PILEND,20,1,21.2142,1095.7497,27.9681,OCTOBER
PILEND,10,OCTOBER,PILEND,20,1,20.3424,1127.2519,26.9602,OCTOBER
PILEND,10,OCTOBER,PILEND,20,1,22.111,670.9828,27.542,OCTOBER
PILEND,10,OCTOBER,PILEND,20,1,19.6388,349.2318,27.5565,OCTOBER
PILEND,10,OCTOBER,PILEND,20,1,13.239,207.6007,27.9869,OCTOBER
PILEND,10,OCTOBER,PILEND,20,1,7.2175,132.023,27.7204,OCTOBER
PILEND,10,OCTOBER,PILEND,20,1,2.1069,82.7289,27.7068,OCTOBER
PILEND,10,OCTOBER,PILEND,20,1,-0.6357,52.9796,26.9893,OCTOBER
PILEND,10,OCTOBER,PILEND,20,1,-3.5067,21.8731,27.6619,OCTOBER
PILEND,11,OCTOBER,PILEND,21,1,26.2846,899.835,27.9951,OCTOBER
PILEND,11,OCTOBER,PILEND,21,1,26.2377,917.9932,28.0106,OCTOBER
PILEND,11,OCTOBER,PILEND,21,1,27.8162,526.8016,27.9415,OCTOBER
PILEND,11,OCTOBER,PILEND,21,1,22.0037,281.235,28.036,OCTOBER
PILEND,11,OCTOBER,PILEND,21,1,12.693,166.4153,28.0158,OCTOBER
PILEND,11,OCTOBER,PILEND,21,1,5.975,109.0194,27.7129,OCTOBER
PILEND,11,OCTOBER,PILEND,21,1,1.5972,77.6947,27.7322,OCTOBER
PILEND,11,OCTOBER,PILEND,21,1,-0.7452,58.314,27.5264,OCTOBER
PILEND,11,OCTOBER,PILEND,21,1,-3.1147,33.3778,27.5757,OCTOBER
PILEND,12,OCTOBER,PILEND,22,1,17.9259,1113.0021,26.7952,OCTOBER
PILEND,12,OCTOBER,PILEND,22,1,16.7165,1041.5546,26.8475,OCTOBER
PILEND,12,OCTOBER,PILEND,22,1,18.9178,587.0201,26.8269,OCTOBER
PILEND,12,OCTOBER,PILEND,22,1,16.9506,308.1298,26.8303,OCTOBER
PILEND,12,OCTOBER,PILEND,22,1,9.9666,189.6406,26.8481,OCTOBER
PILEND,12,OCTOBER,PILEND,22,1,4.7998,124.2576,26.7533,OCTOBER
PILEND,12,OCTOBER,PILEND,22,1,1.1846,85.5109,25.9132,OCTOBER
PILEND,12,OCTOBER,PILEND,22,1,-0.7351,57.0438,26.6264,OCTOBER
PILEND,12,OCTOBER,PILEND,22,1,-3.1626,26.619,26.5704,OCTOBER
PILED,19,OCTOBER,PILED,23,1,26.131,1019.155,26.92,OCTOBER
PILED,19,OCTOBER,PILED,23,1,25.7479,1035.7342,26.862,OCTOBER
PILED,19,OCTOBER,PILED,23,1,29.1191,621.3684,26.7264,OCTOBER
PILED,19,OCTOBER,PILED,23,1,25.6548,346.5567,26.7757,OCTOBER
PILED,19,OCTOBER,PILED,23,1,17.2747,192.6115,26.7596,OCTOBER
PILED,19,OCTOBER,PILED,23,1,7.8446,130.9899,26.8503,OCTOBER
PILED,19,OCTOBER,PILED,23,1,2.3632,81.7567,26.6581,OCTOBER
PILED,19,OCTOBER,PILED,23,1,-0.7186,53.9614,26.6284,OCTOBER
PILED,19,OCTOBER,PILED,23,1,-3.7488,22.2416,26.6126,OCTOBER
PILED,20,OCTOBER,PILED,24,1,26.3426,1177.7195,26.6756,OCTOBER
PILED,20,OCTOBER,PILED,24,1,27.3778,752.347,26.6532,OCTOBER
PILED,20,OCTOBER,PILED,24,1,25.1807,316.8779,27.7185,OCTOBER
PILED,20,OCTOBER,PILED,24,1,15.2139,167.4602,27.7269,OCTOBER
PILED,20,OCTOBER,PILED,24,1,7.4254,110.2723,26.7722,OCTOBER
PILED,20,OCTOBER,PILED,24,1,2.1325,68.7072,27.8369,OCTOBER
PILED,20,OCTOBER,PILED,24,1,-0.6984,56.6045,26.7051,OCTOBER
PILED,20,OCTOBER,PILED,24,1,-2.6316,25.2452,26.698,OCTOBER
PILED,21,OCTOBER,PILED,25,1,17.4023,916.1062,27.1595,OCTOBER
PILED,21,OCTOBER,PILED,25,1,16.4386,556.4951,27.2259,OCTOBER
PILED,21,OCTOBER,PILED,25,1,13.6617,287.898,27.2094,OCTOBER
PILED,21,OCTOBER,PILED,25,1,7.0955,176.7224,27.1079,OCTOBER
PILED,21,OCTOBER,PILED,25,1,3.1491,119.1066,27.1247,OCTOBER
PILED,21,OCTOBER,PILED,25,1,0.6907,82.866,27.1773,OCTOBER
PILED,21,OCTOBER,PILED,25,1,-1.1027,68.4802,27.2099,OCTOBER
PILED,21,OCTOBER,PILED,25,1,-2.6925,45.6525,27.1511,OCTOBER
PILEND,22,OCTOBER,PILEND,26,1,21.027,814.9011,26.9281,OCTOBER
PILEND,22,OCTOBER,PILEND,26,1,20.0666,478.0753,27.0275,OCTOBER
PILEND,22,OCTOBER,PILEND,26,1,15.3029,237.1039,27.0791,OCTOBER
PILEND,22,OCTOBER,PILEND,26,1,8.316,159.2406,27.0185,OCTOBER
PILEND,22,OCTOBER,PILEND,26,1,3.5793,114.5437,26.9815,OCTOBER
PILEND,22,OCTOBER,PILEND,26,1,0.703,84.2501,27.0274,OCTOBER
PILEND,22,OCTOBER,PILEND,26,1,-0.869,65.8882,27.0038,OCTOBER
PILEND,22,OCTOBER,PILEND,26,1,-2.8691,47.0618,27.0772,OCTOBER
PILEND,23,OCTOBER,PILEND,27,1,23.1691,837.2622,26.6393,OCTOBER
PILEND,23,OCTOBER,PILEND,27,1,21.4416,806.2911,26.5855,OCTOBER
PILEND,23,OCTOBER,PILEND,27,1,19.7694,495.5822,26.7464,OCTOBER
PILEND,23,OCTOBER,PILEND,27,1,16.4423,267.4027,26.6495,OCTOBER
PILEND,23,OCTOBER,PILEND,27,1,10.143,175.8292,26.6879,OCTOBER
PILEND,23,OCTOBER,PILEND,27,1,5.3598,116.1608,26.7178,OCTOBER
PILEND,23,OCTOBER,PILEND,27,1,1.6674,78.3144,26.6284,OCTOBER
PILEND,23,OCTOBER,PILEND,27,1,-0.7392,56.7324,26.413,OCTOBER
PILEND,23,OCTOBER,PILEND,27,1,-3.3077,26.317,26.3497,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,20.4051,1115.8846,27.1571,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,19.9205,1117.2485,27.0842,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,19.9873,1099.4584,27.0995,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,22.7687,654.3283,27.0805,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,20.5474,320.5028,27.0976,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,11.0939,170.1708,27.1369,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,4.9152,112.6132,27.0883,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,0.9466,83.6424,26.9374,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,-1.0036,62.3801,26.3096,OCTOBER
PILEND,24,OCTOBER,PILEND,28,1,-3.036,39.6116,26.8343,OCTOBER
PILAD,31,OCTOBER,PILAD,29,1,20.1073,702.5123,27.8741,OCTOBER
PILAD,31,OCTOBER,PILAD,29,1,22.0071,401.9071,27.8957,OCTOBER
PILAD,31,OCTOBER,PILAD,29,1,21.1551,214.2445,27.8988,OCTOBER
PILAD,31,OCTOBER,PILAD,29,1,13.9894,160.0254,27.6616,OCTOBER
PILAD,31,OCTOBER,PILAD,29,1,8.1796,109.5042,27.3913,OCTOBER
PILAD,31,OCTOBER,PILAD,29,1,2.6565,74.8056,27.3396,OCTOBER
PILAD,31,OCTOBER,PILAD,29,1,-0.4876,52.8864,27.2669,OCTOBER
PILAD,31,OCTOBER,PILAD,29,1,-2.972,21.7133,27.4367,OCTOBER
PILAD,32,OCTOBER,PILAD,30,1,23.572,713.7294,27.706,OCTOBER
PILAD,32,OCTOBER,PILAD,30,1,21.1789,405.6583,27.4813,OCTOBER
PILAD,32,OCTOBER,PILAD,30,1,18.0373,282.4813,27.6126,OCTOBER
PILAD,32,OCTOBER,PILAD,30,1,10.2252,163.4596,27.7437,OCTOBER
PILAD,32,OCTOBER,PILAD,30,1,4.6857,108.5305,27.7926,OCTOBER
PILAD,32,OCTOBER,PILAD,30,1,1.2441,76.1562,27.8352,OCTOBER
PILAD,32,OCTOBER,PILAD,30,1,-0.7789,59.3092,27.7102,OCTOBER
PILAD,32,OCTOBER,PILAD,30,1,-2.7325,37.0244,27.6666,OCTOBER
PILAD,33,OCTOBER,PILAD,31,1,20.5864,1124.6657,26.9748,OCTOBER
PILAD,33,OCTOBER,PILAD,31,1,25.3444,633.1164,27.1023,OCTOBER
PILAD,33,OCTOBER,PILAD,31,1,21.9641,315.5572,27.1235,OCTOBER
PILAD,33,OCTOBER,PILAD,31,1,12.3848,192.3936,27.0112,OCTOBER
PILAD,33,OCTOBER,PILAD,31,1,5.8329,121.2175,26.888,OCTOBER
PILAD,33,OCTOBER,PILAD,31,1,1.6865,78.7966,26.6149,OCTOBER
PILAD,33,OCTOBER,PILAD,31,1,-0.5758,54.6264,26.5206,OCTOBER
PILAD,33,OCTOBER,PILAD,31,1,-2.6022,22.0604,26.6847,OCTOBER
PILAND,34,OCTOBER,PILAND,32,1,22.1798,1251.1387,27.1067,OCTOBER
PILAND,34,OCTOBER,PILAND,32,1,28.2327,763.8182,27.2529,OCTOBER
PILAND,34,OCTOBER,PILAND,32,1,27.5472,362.6952,27.3741,OCTOBER
PILAND,34,OCTOBER,PILAND,32,1,18.0908,168.029,27.416,OCTOBER
PILAND,34,OCTOBER,PILAND,32,1,7.0264,124.8176,27.4371,OCTOBER
PILAND,34,OCTOBER,PILAND,32,1,2.058,79.7575,27.4686,OCTOBER
PILAND,34,OCTOBER,PILAND,32,1,-1.2851,58.3318,27.3359,OCTOBER
PILAND,34,OCTOBER,PILAND,32,1,-2.379,16.9969,27.3284,OCTOBER
PILAND,35,OCTOBER,PILAND,33,1,20.7295,836.6563,28.0313,OCTOBER
PILAND,35,OCTOBER,PILAND,33,1,20.271,462.9833,28.0588,OCTOBER
PILAND,35,OCTOBER,PILAND,33,1,16.1682,248.4103,27.9457,OCTOBER
PILAND,35,OCTOBER,PILAND,33,1,9.8069,159.1494,28.0399,OCTOBER
PILAND,35,OCTOBER,PILAND,33,1,5.0284,108.0264,28.0315,OCTOBER
PILAND,35,OCTOBER,PILAND,33,1,1.5495,75.0352,28.0799,OCTOBER
PILAND,35,OCTOBER,PILAND,33,1,-0.9343,59.4177,28.0677,OCTOBER
PILAND,35,OCTOBER,PILAND,33,1,-3.3675,35.6416,28.034,OCTOBER
PILAND,36,OCTOBER,PILAND,34,1,14.82,1290.5478,27.193,OCTOBER
PILAND,36,OCTOBER,PILAND,34,1,19.6415,843.8024,27.2321,OCTOBER
PILAND,36,OCTOBER,PILAND,34,1,22.1409,433.2854,27.2407,OCTOBER
PILAND,36,OCTOBER,PILAND,34,1,13.6468,232.6413,27.2891,OCTOBER
PILAND,36,OCTOBER,PILAND,34,1,6.7626,139.6609,27.2147,OCTOBER
PILAND,36,OCTOBER,PILAND,34,1,1.9472,84.8351,26.6562,OCTOBER
PILAND,36,OCTOBER,PILAND,34,1,-0.7879,54.3116,26.8621,OCTOBER
PILAND,36,OCTOBER,PILAND,34,1,-2.6983,15.8124,26.8313,OCTOBER
PILAD,43,OCTOBER,PILAD,35,1,28.7469,1078.9065,27.0262,OCTOBER
PILAD,43,OCTOBER,PILAD,35,1,30.7504,638.4357,27.2221,OCTOBER
PILAD,43,OCTOBER,PILAD,35,1,25.632,325.5396,27.0873,OCTOBER
PILAD,43,OCTOBER,PILAD,35,1,16.2741,164.8904,27.2695,OCTOBER
PILAD,43,OCTOBER,PILAD,35,1,7.1495,126.8044,26.1232,OCTOBER
PILAD,43,OCTOBER,PILAD,35,1,2.3331,73.7997,27.0239,OCTOBER
PILAD,43,OCTOBER,PILAD,35,1,-0.4919,54.143,27.2088,OCTOBER
PILAD,43,OCTOBER,PILAD,35,1,-2.1798,19.205,27.31,OCTOBER
PILAD,44,OCTOBER,PILAD,36,1,20.7441,690.1207,27.1555,OCTOBER
PILAD,44,OCTOBER,PILAD,36,1,19.6973,390.3847,27.3826,OCTOBER
PILAD,44,OCTOBER,PILAD,36,1,17.3337,168.6182,27.117,OCTOBER
PILAD,44,OCTOBER,PILAD,36,1,10.3411,133.5665,27.2396,OCTOBER
PILAD,44,OCTOBER,PILAD,36,1,5.7516,96.1375,26.9856,OCTOBER
PILAD,44,OCTOBER,PILAD,36,1,2.1175,70.5248,26.9568,OCTOBER
PILAD,44,OCTOBER,PILAD,36,1,-0.1673,51.2478,26.6719,OCTOBER
PILAD,44,OCTOBER,PILAD,36,1,-3.0071,25.3879,26.6512,OCTOBER
PILAD,45,OCTOBER,PILAD,37,1,22.472,1265.6677,26.4286,OCTOBER
PILAD,45,OCTOBER,PILAD,37,1,23.8426,1204.5934,26.6046,OCTOBER
PILAD,45,OCTOBER,PILAD,37,1,28.7351,718.5886,26.5248,OCTOBER
PILAD,45,OCTOBER,PILAD,37,1,27.3128,334.3075,26.6412,OCTOBER
PILAD,45,OCTOBER,PILAD,37,1,18.022,154.4137,26.6421,OCTOBER
PILAD,45,OCTOBER,PILAD,37,1,7.0667,125.5019,26.5175,OCTOBER
PILAD,45,OCTOBER,PILAD,37,1,2.445,77.8466,26.5183,OCTOBER
PILAD,45,OCTOBER,PILAD,37,1,-0.4561,53.1374,26.481,OCTOBER
PILAD,45,OCTOBER,PILAD,37,1,-3.4456,22.8136,26.5759,OCTOBER
PILAND,46,OCTOBER,PILAND,38,1,20.4895,1242.9134,27.1437,OCTOBER
PILAND,46,OCTOBER,PILAND,38,1,25.312,720.4366,27.3652,OCTOBER
PILAND,46,OCTOBER,PILAND,38,1,22.0423,348.5618,27.244,OCTOBER
PILAND,46,OCTOBER,PILAND,38,1,12.4003,193.5776,27.349,OCTOBER
PILAND,46,OCTOBER,PILAND,38,1,5.8743,116.8551,27.4229,OCTOBER
PILAND,46,OCTOBER,PILAND,38,1,1.7076,77.3961,27.2288,OCTOBER
PILAND,46,OCTOBER,PILAND,38,1,-0.454,53.7025,27.1547,OCTOBER
PILAND,46,OCTOBER,PILAND,38,1,-2.9767,27.5657,27.1019,OCTOBER
PILAND,47,OCTOBER,PILAND,39,1,20.294,1091.9444,27.9082,OCTOBER
PILAND,47,OCTOBER,PILAND,39,1,19.3605,582.8082,27.9317,OCTOBER
